,Name,Sex,Age,Height,Weight
19280,Yassine Bensghir,M,25.0,179.0,68.0
19281,"Antony Lee ""Tony"" Benshoof",M,26.0,185.0,91.0
19284,Laurence Bensimon,F,21.0,175.0,55.0
19288,Todd Leddie Bensley,M,23.0,183.0,95.0
19290,Mourad Benslimani,M,26.0,178.0,64.0
19291,"Robert John ""Bobby"" Benson",M,25.0,167.0,61.0
19292,Craig Harry Benson,M,18.0,183.0,80.0
19295,Eleni Benson,F,21.0,170.0,74.0
19296,Elizabeth Jane Benson (MacAdam-),F,,,
19297,Frank Weston Benson,M,70.0,,
19309,Gordon James Benson,M,22.0,191.0,78.0
19310,"Kristin James ""Kris"" Benson",M,21.0,193.0,85.0
19311,"Robert ""Robin"" Benson",M,31.0,177.0,79.0
19312,Stuart Benson,M,32.0,195.0,93.0
19313,"Anthony Charles ""Tony"" Benson",M,30.0,183.0,65.0
19314,Troy Robert Benson,M,23.0,,
19315,Willy Benson,M,20.0,182.0,83.0
19316,Jake Bensted,M,22.0,173.0,73.0
19317,"John Peale ""Johnny"" Bent",M,23.0,,67.0
19318,Neisser Santiago Bent Vzquez,M,19.0,170.0,67.0
19321,Nike Lovisa Bent,F,24.0,164.0,73.0
19324,"Stephen ""Steve"" Bent",M,23.0,188.0,79.0
19326,Hadia Bentaleb,F,27.0,167.0,52.0
19327,Carmelo Bentancur,M,37.0,,
19329,Dominique Bentejac,M,28.0,176.0,62.0
19333,Lutz Benter,M,22.0,162.0,51.0
19334,Uwe Benter,M,16.0,150.0,50.0
19335,Guilherme Frederico Feria Bentes,M,23.0,,
19336,Isaac Bentham,M,25.0,,
19337,Ketema Benti,M,27.0,179.0,68.0
19338,Gheorghe Benia,M,,,
19339,Aldo Bentini,M,19.0,172.0,71.0
19340,Anna Bentley,F,31.0,180.0,70.0
19342,Caryn Bentley,F,25.0,178.0,75.0
19343,Coral Ann Bentley,F,23.0,167.0,55.0
19344,John Bentley,M,26.0,184.0,84.0
19345,Nesbit Christopher Bentley,M,,,
19346,Paul Bentley,M,38.0,180.0,85.0
19347,Richard Bentley,M,31.0,175.0,70.0
19348,"Anthony William ""Tony"" Bentley-Buckle",M,39.0,174.0,74.0
19349,Jos Bento Lpez,M,38.0,,
19358,Rui Fernando Silva Calapez Pereira Bento,M,24.0,176.0,68.0
19359,John Benton,M,40.0,185.0,95.0
19360,Noureddine Maurice Bentoumi,M,33.0,176.0,70.0
19361,Allan Hundstrup Bentsen,M,43.0,182.0,85.0
19362,"William Bruce ""Bill"" Bentsen",M,34.0,180.0,75.0
19364,"Joseph ""Gunnar"" Bentz",M,20.0,196.0,84.0
19365,Pl Sverre Benum,M,29.0,179.0,67.0
19366,Matej Beu,M,28.0,196.0,83.0
19367,Andrea Benvenuti,M,22.0,183.0,72.0
19369,Dante Francisco Benvenuti Lenardon,M,23.0,,
19371,"Giovanni ""Nino"" Benvenuti",M,22.0,178.0,67.0
19372,Osvaldo Francisco Benvenuti,M,24.0,174.0,70.0
19374,Macarena Benvenuto Gutirrez,F,17.0,162.0,56.0
19375,Pierre-Yves Bny,M,21.0,165.0,60.0
19386,Esi Benyarku,F,23.0,168.0,55.0
19388,Carl Richard Benyon,M,20.0,157.0,54.0
19396,Stanislav Benyov,M,22.0,189.0,90.0
19397,"Adolph Franz Marie ""Dolf"" Benz",M,19.0,,
19398,Laura Benz,F,17.0,172.0,63.0
19400,Sara Benz,F,17.0,163.0,55.0
19402,"Josef ""Sepp"" Benz",M,31.0,180.0,81.0
19406,Jan Benzien,M,26.0,180.0,75.0
19408,Rda Benzine,M,25.0,180.0,63.0
19410,Irbeh Sebti Benzine,M,24.0,,
19411,Fumiyuki Beppu,M,25.0,180.0,65.0
19415,Richard Sam Bera,M,16.0,185.0,75.0
19424,Ji Beran,M,24.0,171.0,74.0
19432,Josef Bernek,M,28.0,188.0,86.0
19436,Paul Branger,M,32.0,,
19437,Riardas Berankis,M,26.0,175.0,70.0
19438,Kateina Bernkov,F,20.0,160.0,49.0
19440,Renata Bernkov,F,21.0,179.0,74.0
19441,Bryan Wallace Berard,M,20.0,185.0,86.0
19442,J. Brard,M,,,
19445,Patrick Brard,M,20.0,186.0,80.0
19446,Gian Nicola Berardi,M,25.0,178.0,72.0
19447,Felice Mario Lodovico Berardo,M,23.0,,
19448,Marcel Beraud,M,,,
19449,"Gustav ""Gustl"" Berauer",M,23.0,,
19452,Boidar Beravs,M,23.0,176.0,74.0
19454,Slavko Beravs,M,21.0,178.0,78.0
19456,Marius Daniel Berbecar,M,27.0,166.0,58.0
19461,Dumitru Marian Berbece,M,23.0,185.0,79.0
19463,Kaan Berberolu,M,18.0,,
19464,Lalka Stoyanova Berberova,F,23.0,182.0,73.0
19467,Martin Berberyan,M,20.0,160.0,60.0
19470,Trevor Berbick,M,20.0,187.0,93.0
19471,Joe Berc,M,19.0,191.0,90.0
19473,Adrian Berce,M,26.0,185.0,78.0
19474,Gheorghe Berceanu,M,22.0,150.0,51.0
19476,Alfredo Jorge Ebling Bercht,M,30.0,,
19478,Rolf Fernando Ebling Bercht,M,31.0,,
19479,Manuela Berchtold,F,24.0,164.0,58.0
19481,Meinrad Berchtold,M,20.0,163.0,56.0
19497,Omer Henri Joseph Berck,M,29.0,,
19498,Ralf Berckhan,M,20.0,183.0,75.0
19501,Tibor Berczelly (Berczeller-),M,24.0,,
19507,Andrs Brczes (Bendekovits),M,26.0,,
19508,Istvn Brczi,M,27.0,172.0,65.0
19516,Gheorghe Berdar,M,22.0,176.0,71.0
19518,Edgardo R. Berdeguer,M,22.0,170.0,66.0
19519,Ccilia Berder,F,26.0,171.0,65.0
19521,Ion Berdil,M,22.0,183.0,78.0
19522,Iosif Konstantinovich Berdiyev,M,27.0,,
19530,Ramn Luis Berdoms Llunell,M,19.0,,
19532,Oleg Berdos,M,25.0,175.0,68.0
19533,Gabriel Berdugo Garca,M,20.0,177.0,72.0
19534,Vyacheslav Berduta,M,25.0,193.0,120.0
19535,Tom Berdych,M,18.0,195.0,90.0
19541,Nicolae Berechet,M,21.0,,
19542,Anna Berecz,F,21.0,174.0,73.0
19552,Ignc Berecz,M,39.0,,
19553,Zsombor Berecz,M,22.0,195.0,95.0
19556,Brigitta Bereczki,F,25.0,173.0,58.0
19562,Sndor Bereczky,M,23.0,183.0,75.0
19564,Adem Bereket,M,27.0,175.0,76.0
19565,Ernesto Beren,M,18.0,158.0,55.0
19569,Gudrun Berend (-Wakan),F,21.0,168.0,60.0
19570,Charlotte Berend-Corinth,F,52.0,,
19573,Viktor Fedorovych Berendiuha,M,26.0,186.0,96.0
19574,Brigitte Berendonk (-Franke),F,26.0,179.0,74.0
19576,Max Berendson Armas,M,19.0,173.0,
19577,Ulf Georg Simon Sigfrid Berendt,M,21.0,,
19578,"Richard ""Ricky"" Berens",M,20.0,188.0,93.0
19582,Clark Guno Berenstein (-Pocorni),M,20.0,157.0,60.0
19583,Bence Bres,M,21.0,180.0,77.0
19585,Ern Bres,M,23.0,,
19586,Mdlina Bere,F,23.0,186.0,75.0
19588,Mike Beres,M,27.0,179.0,79.0
19592,Zoltn Bres,M,24.0,185.0,83.0
19593,Hayley Beresford,F,30.0,166.0,60.0
19595,Jack Beresford,M,21.0,,
19600,John Graham Hope de la Poer Beresford,M,33.0,,
19601,Julius Beresford Wiszniewski,M,43.0,,
19602,John Michael Beresford,M,26.0,183.0,75.0
19603,Oleksandr Mykolaiovych Beresh,M,22.0,171.0,64.0
19611,Olha Oleksandrivna Beresneva,F,14.0,168.0,57.0
19615,Katarna Bereov,F,24.0,162.0,49.0
19617,Dmitry Vladimirovich Berestov,M,24.0,180.0,105.0
19618,Sergey Mikhaylovich Berestovsky,M,28.0,178.0,76.0
19619,Igor Bereti,M,23.0,186.0,79.0
19620,Ambrogio Beretta,M,19.0,,
19622,Amilcare Beretta,M,16.0,,
19625,Yury Viktorovich Berezhko,M,24.0,198.0,97.0
19627,Larysa Vitalivna Berezhna,F,31.0,178.0,66.0
19628,Tetiana Mykolavna Berezhna,F,21.0,174.0,65.0
19631,Liubov Ivanivna Berezhna-Odynokova,F,20.0,167.0,61.0
19633,Yelena Viktorovna Berezhnaya,F,16.0,154.0,42.0
19636,Viktor Viktorovych Berezhniy,M,31.0,203.0,110.0
19637,Andr Berezin,M,24.0,195.0,97.0
19638,Sergey Yevgenyevich Berezin,M,19.0,184.0,82.0
19643,Vladimir Berezin,M,23.0,186.0,84.0
19645,Dmitry Yevgenyevich Berezkin,M,29.0,170.0,60.0
19649,Jana Berezko-Marggrander,F,16.0,165.0,44.0
19651,Olga Viktorovna Berezneva,F,20.0,186.0,75.0
19653,Barbara Berezowski (-Ivan),F,21.0,,
19654,Mykola Berezutskiy,M,23.0,191.0,80.0
19655,Igor Andreyevich Berezutsky,M,20.0,188.0,78.0
19656,"Aina Berg (-Brolin, -Heinze)",F,18.0,,
19660,"Aki-Petteri Arvid ""Aki"" Berg",M,20.0,191.0,94.0
19663,"Andr Antoine ""Anthony"" Berg",M,,,
19664,Arne Berg,M,20.0,,
19665,Axel Arne Berg,M,22.0,,
19669,Bernard Berg,M,,,
19673,Bertil Lennart Teodor Berg,M,25.0,,
19674,Karl Bjrn Emanuel Berg,M,28.0,195.0,98.0
19676,Dieter Berg,M,26.0,172.0,57.0
19677,Eero Edvin Berg,M,26.0,167.0,58.0
19680,Ingvar Oskar Daniel Berg,M,22.0,,
19681,Jan Berg,M,19.0,175.0,73.0
19682,Kre Olaf Berg,M,27.0,,
19683,Kre Olav Berg,M,23.0,175.0,75.0
19685,Kristin Inger Berg,F,25.0,157.0,56.0
19688,Kristoffer Zakarias Berg,M,21.0,181.0,86.0
19689,Lars Fredrik Berg,M,32.0,,
19690,Laura Kay Berg,F,21.0,168.0,61.0
19694,Lindsey Napela Berg,F,24.0,173.0,77.0
19697,Michael Jrn Berg,M,25.0,186.0,98.0
19698,Odd Berg,M,28.0,,
19700,Otto Berg (Jakobsen-),M,29.0,182.0,73.0
19701,Ove Kjell Berg,M,24.0,170.0,63.0
19702,Paul Berg,M,22.0,180.0,79.0
19703,Ragnvald Marinus (-Reginald)  Berg,M,24.0,,
19707,Regina Berg,F,17.0,172.0,53.0
19710,Reidar Andreas Berg,M,23.0,,
19711,Rolf ge Berg,M,26.0,180.0,72.0
19713,Uno Hilding Berg,M,39.0,,
19716,Vebjrn Berg,M,28.0,176.0,95.0
19719,ivind Berg,M,25.0,175.0,75.0
19720,yvind Berg,M,20.0,185.0,73.0
19725,Asbjrn Berg-Hansen,M,23.0,,
19726,Espen Berg-Knutsen,M,30.0,186.0,80.0
19734,Ernesto Bergamasco,M,22.0,168.0,64.0
19735,Giancarlo Bergamelli,M,27.0,170.0,70.0
19736,Monica Roberta Bergamelli,F,16.0,152.0,44.0
19750,Norman Bergamelli,M,22.0,170.0,72.0
19752,Sergio Bergamelli,M,21.0,170.0,75.0
19754,Giancarlo Bergamini,M,25.0,,
19758,Silvio Bergamini,M,28.0,,
19759,Almiro Bergamo,M,23.0,,
19760,Rodolfo Bergamo,M,20.0,178.0,70.0
19761,Klemen Bergant,M,21.0,,
19765,Hassan Bergaoui,M,22.0,180.0,67.0
19766,Carlos Bergara,M,,,81.0
19767,Gnter Bergau,M,25.0,185.0,87.0
19769,Sven Johan Ludvig Bergdahl,M,25.0,191.0,91.0
19770,Zakarya Bergdich,M,23.0,176.0,70.0
19771,Anne Ragna Berge,F,26.0,,
19775,Brynhild Berge (-Samuelsen),F,18.0,,
19776,Guttorm Berge,M,22.0,,
19780,Sophie Berge,F,24.0,171.0,65.0
19781,Stig Andr Berge,M,25.0,167.0,60.0
19784,Trygve Berge,M,23.0,,
19785,Trygve Bergeid,M,25.0,180.0,85.0
19786,Carsten Bergemann,M,25.0,196.0,102.0
19788,"Bradley Ronald ""Brad"" Bergen",M,31.0,180.0,82.0
19789,"Gabriel ""Gabe"" Bergen",M,30.0,187.0,92.0
19790,Larisa Abramovna Bergen (Goncharova-),F,26.0,171.0,67.0
19791,Robert Bergen,M,26.0,183.0,80.0
19792,Zoltn Bergendi,M,23.0,195.0,90.0
19793,Bente Lvgren Bergendorff (-Halsteen),F,19.0,,
19795,Alfred Berger,M,29.0,,
19796,Andreas Berger,M,27.0,174.0,78.0
19801,"Christiaan David ""Chris"" Berger",M,21.0,183.0,77.0
19805,David Berger,M,28.0,167.0,83.0
19806,Ernst Berger,M,22.0,,
19807,Franz Berger,M,22.0,187.0,95.0
19813,Frdric Berger,M,23.0,,
19814,Georges Hubert Albert Berger,M,22.0,,
19815,Guylaine Berger (-Talochino),F,16.0,169.0,58.0
19823,Herman Georges Berger,M,24.0,,
19827,"Johannes Wilhelm Maria ""Hans"" Berger",M,26.0,180.0,
19828,Hans-Jrgen Berger,M,24.0,182.0,63.0
19829,"Isaac ""Ike"" Berger",M,20.0,157.0,59.5
19832,Ilana Berger,F,22.0,169.0,63.0
19833,Jan Berger,M,24.0,178.0,73.0
19834,Janine Berger,F,16.0,163.0,52.0
19838,John Filip Berger,M,26.0,,
19839,Josef Berger,M,,,
19840,Jrg Berger,M,21.0,182.0,75.0
19841,Lars Berger,M,30.0,189.0,76.0
19844,Marcel Berger,M,38.0,,
19845,"Marcus ""Mark"" Berger",M,30.0,185.0,116.0
19846,Michel Berger,M,23.0,176.0,79.0
19847,"Nikolas ""Nik"" Berger",M,26.0,199.0,92.0
19849,Paul Berger,M,39.0,,
19850,Peter Berger,M,18.0,196.0,104.0
19852,Rainer Berger,M,20.0,182.0,73.0
19853,Rudolf Berger,M,,,
19854,"Samuel ""Sam"" Berger",M,19.0,188.0,82.0
19855,Sergio Giacomo Berger,M,27.0,176.0,72.0
19856,Thierry Berger,M,30.0,186.0,70.0
19857,Tora Berger (-Tveldal),F,24.0,166.0,56.0
19873,Tore Berger,M,23.0,186.0,76.0
19875,Vincent Berger,M,25.0,186.0,90.0
19876,Marielle Berger Sabbatel,F,24.0,161.0,63.0
19877,Jean-Franois Bergeron,M,23.0,195.0,100.0
19878,Patrice Bergeron-Cleary,M,24.0,188.0,88.0
19880,Tjeertje Bergers-Duif,F,24.0,165.0,60.0
19881,Rolf Bergersen,M,45.0,,
19883,Per Bergerud,M,19.0,183.0,73.0
19888,Alexandre Bergs,M,31.0,,
19889,Friedel Berges,M,24.0,,
19891,"Rafael ""Rafa"" Berges Marn",M,21.0,,
19892,Morten Sigval Bergesen,M,22.0,180.0,90.0
19893,James Hunter Bergeson,M,27.0,183.0,86.0
19894,Iosif Bergesz,M,30.0,,
19895,Emelie Anna Berggren,F,19.0,170.0,66.0
19896,Evy Margareta Berggren (-Westerberg),F,18.0,,
19910,Gunnar Alf Erik Berggren,M,20.0,,
19911,Lars Peter Berggren,M,18.0,186.0,80.0
19916,Sten Gunnar Bergh,M,27.0,196.0,96.0
19918,Karl Ebbe Bergh,M,29.0,,
19920,Maud Wivianne Bergh (-Freiwald),F,21.0,178.0,71.0
19921,Franz Berghammer,M,22.0,,
19922,Abdel Atif Bergheul,M,,,
19923,"Belle Marlinde ""Bell"" Berghuis",F,28.0,166.0,63.0
19924,Claire Bergin,F,25.0,168.0,68.0
19925,Jere Petrud Bergius,M,25.0,184.0,76.0
19926,Sven Gsta Bergkvist,M,28.0,178.0,62.0
19927,Staffan Jan Anders Berglind,M,25.0,184.0,106.0
19928,Kerstin Anna-Lisa Berglund,F,37.0,168.0,56.0
19931,Bo Abel Berglund,M,24.0,177.0,80.0
19933,Hans Bo Berglund,M,24.0,190.0,77.0
19934,Ralph Douglas Charles Berglund,M,27.0,177.0,78.0
19936,Eivor Johanna Matilda Berglund (-Eriksson),F,20.0,,
19939,Gudrun Elisabeth Berglund,F,19.0,167.0,51.0
19942,Emma Sofia Berglund,F,23.0,171.0,64.0
19944,Eva Christin Berglund,F,24.0,164.0,60.0
19945,Hans Gustaf Bo Berglund,M,30.0,,
19946,Siv Marianne Berglund,F,21.0,158.0,51.0
19948,Maud Karin Berglund (-Svensson),F,18.0,,
19950,Anders Patrik Berglund,M,25.0,192.0,99.0
19951,Per-Arne Berglund,M,21.0,180.0,84.0
19953,Adolf Bergman,M,33.0,,
19954,ke Herman Gottfrid Bergman,M,15.0,,
19955,Carl Johan Lennart Bergman,M,23.0,174.0,69.0
19971,David Franciscus Johan Bergman,M,26.0,188.0,100.0
19972,Emil Bergman,M,19.0,,
19973,Gustaf Eugen Bergman,M,26.0,,
19974,John Dennis Bergman,M,26.0,190.0,141.0
19975,"Petrus Hilding ""Per"" Bergman",M,25.0,,
19976,Thommie Lars Rudolf Bergman,M,24.0,179.0,75.0
19977,Raimonds Bergmanis,M,25.0,192.0,128.0
19980,Alexander Bergmann,M,26.0,176.0,70.0
19982,Arnfinn Bergmann,M,23.0,,
19983,Christoph Bergmann,M,25.0,198.0,100.0
19987,"Elisabeth Bergmann (-Korentschnig, -Salzer)",F,17.0,174.0,49.0
19988,Fernand Bergmann,M,31.0,,
19989,Horst Bergmann,M,22.0,172.0,67.0
19990,Ib Bergmann,M,23.0,175.0,83.0
19991,Mette Bergmann,F,29.0,174.0,80.0
19993,Norbert Bergmann,M,22.0,166.0,75.0
19994,Ralph Bergmann,M,38.0,206.0,95.0
19995,Robert Bergmann,M,31.0,,
19997,Sidney Bergmann,M,,,
19998,Sigurur Bergmann,M,27.0,187.0,108.0
20000,Monika Bergmann-Schmuderer,F,19.0,176.0,74.0
20006,Philippe Bergmans,M,22.0,183.0,79.0
20009,Heinrich Bergmller,M,27.0,180.0,86.0
20010,Ignacio Ricardo Bergner,M,27.0,191.0,86.0
20011,Arthur Bomfim Bergo,M,22.0,183.0,83.0
20012,Arne Bergodd,M,24.0,190.0,84.0
20014,Charles E. Bergonzi,M,41.0,,
20015,Eric Bergoust,M,24.0,183.0,77.0
20019,Sven Olof Lennart Bergquist,M,21.0,,
20021,ke Carl Magnus Bergqvist,M,31.0,,
20022,Erik Gustaf Bergqvist,M,20.0,,
20025,Pr Jonas Bergqvist,M,25.0,183.0,83.0
20027,Kajsa Margareta Bergqvist (-Herngren-),F,19.0,175.0,59.0
20029,Lauri Jouni Bergqvist,M,33.0,176.0,66.5
20030,Axel Theodor Bergqvist,M,26.0,,
20031,Torgeir Herje Bergrem,M,22.0,178.0,73.0
20032,Zuzana Bergrov,F,27.0,175.0,64.0
20033,Arne Bergseng,M,22.0,200.0,102.0
20034,Lars Bergseng,M,24.0,192.0,93.0
20035,Hans Bergsland,M,29.0,,
20038,Jacob Bergsland,M,37.0,,
20041,"Albert ""Bert"" Bergsma",M,17.0,,
20043,"Hendrik Ate ""Han"" Bergsma",M,31.0,193.0,89.0
20044,Jacob Jorrit Bergsma,M,28.0,188.0,73.0
20046,Ragnar Fredrik Bergstedt,M,22.0,,
20047,Margit Anna Kristina Bergstrand,F,34.0,162.0,63.0
20049,Lars Anders Bergstrm,M,25.0,183.0,78.0
20052,Anders Torbjrn Bergstrm,M,25.0,182.0,127.5
20054,Dick Otto Ludvig Bergstrm,M,26.0,,
20055,Johan Erik Vitalis Eugn Bergstrm,M,26.0,,
20056,Fredrik Bergstrm,M,26.0,176.0,64.0
20057,Lars Fredrik Bergstrm,M,25.0,180.0,73.0
20059,"Gustaf Valfrid Teodor ""Gsta"" Bergstrm",M,20.0,,
20062,John Laurentius Gustaf Adolf Bergstrm,M,23.0,,
20063,Gustaf Erik Bergstrm,M,47.0,,
20064,Hjalmar Karl Bergstrm,M,29.0,,
20065,Jerri Arnold Bergstrm,M,21.0,186.0,82.0
20070,Karl Ivan Bergstrm,M,23.0,174.0,82.0
20071,Kurt Johan Bergstrm,M,20.0,,
20072,Lars Niklas Bergstrm,M,29.0,190.0,84.0
20073,Nils Hugo Bergstrm,M,21.0,,
20075,Oscar Kristian Bergstrm,M,21.0,,
20076,Karl Rune Valerius Bergstrm,M,28.0,,
20077,Bergsveinn Bergsveinsson,M,24.0,,
20078,Nina Bergsvik,F,19.0,168.0,67.0
20079,Vicente Bergues,M,45.0,177.0,66.0
20080,Bjrn Bergvall,M,21.0,182.0,75.0
20081,Erik Bergvall,M,28.0,,
20082,Johan Thure Bergvall,M,18.0,,
20084,Dejene Berhanu,M,23.0,181.0,61.0
20085,Lemi Berhanu Hayle,M,21.0,168.0,53.0
20086,Hamid Berhili,M,28.0,,51.0
20088,Berhouzouq,M,,,
20089,Boris Berian,M,23.0,183.0,70.0
20090,Levan Berianidze,M,25.0,186.0,125.0
20091,Zarbeg Beriashvili,M,25.0,172.0,75.0
20093,Igor Beribak,M,19.0,170.0,70.0
20094,Miroslav Beri,M,23.0,198.0,92.0
20095,Zurab Beridze,M,21.0,,
20096,Denys Yuriyovych Berinchyk,M,24.0,170.0,64.0
20097,Glenn Stuart Beringen,M,19.0,185.0,72.0
20099,Eline Berings,F,26.0,165.0,58.0
20100,Sad Brioui,M,25.0,171.0,57.0
20101,Valmir Berisha,M,20.0,182.0,81.0
20102,Esteban Luis Berisso,M,19.0,,
20103,Vctorino M. Beristain,M,19.0,174.0,75.0
20104,Augustin Berjat,M,,,
20105,Jean-Paul Berjeau,M,19.0,183.0,74.0
20108,Brent Thales Berk,M,19.0,183.0,73.0
20109,Sander Johannes Gerardes Berk,M,29.0,181.0,64.0
20110,"Charles ""Chuck"" Berkeley",M,33.0,195.0,105.0
20111,Klaas Berkeley,M,42.0,185.0,92.0
20112,Mary Andray Berkeley (-Agyepong),F,22.0,176.0,65.0
20113,Noel Berkeley,M,27.0,168.0,59.0
20114,Eckart Berkes,M,23.0,180.0,70.0
20115,Enik Berkes,F,18.0,168.0,51.0
20116,Jzsef Berkes (Bittenbinder-Szendrey),M,21.0,,
20117,Zoltn Berkes,M,19.0,,
20118,Dennis Lee Berkholtz,M,27.0,183.0,79.0
20119,"Darcel ""Darby"" Berkhout",M,22.0,188.0,84.0
20120,Lobke Berkhout,F,27.0,183.0,70.0
20122,Andrei Berki,M,27.0,174.0,68.0
20123,Krisztin Berki,M,27.0,178.0,70.0
20124,Rudolf Berking-Williams,M,29.0,186.0,86.0
20128,"Robert Olen Berkley, Jr.",M,23.0,183.0,75.0
20130,Dieter Berkmann,M,22.0,190.0,82.0
20132,"David Charles ""Dave"" Berkoff",M,21.0,175.0,70.0
20136,Eva Berkov,F,22.0,194.0,80.0
20138,Renata Berkov,F,25.0,161.0,48.0
20140,Tsvetana Petrova Berkovska (-Petrova),F,19.0,,
20142,Seyfi C. Berksoy,M,,,
20143,Nataliya Berkut,F,29.0,172.0,53.0
20144,Aleksandr Nikolayevich Berkutov,M,23.0,180.0,80.0
20146,"Robert Lee ""Bob"" Berland",M,22.0,188.0,95.0
20148,Alexandru Berlescu,M,33.0,,
20149,Per Gunnar Brje Berlin,M,30.0,,
20152,"Bernard Ernst ""Barney"" Berlinger",M,20.0,186.0,91.0
20153,Ren Berlingeri,M,29.0,180.0,79.0
20154,"Monique Edith Berlioux (Libotte-, Poincarre-, -Groussard)",F,22.0,,
20155,Carlos Alberto Berlocq,M,29.0,184.0,81.0
20156,Gaper Berlot,M,19.0,184.0,70.0
20160,Gregor Bermbach,M,28.0,183.0,95.0
20163,Javier Bermejo Merino,M,25.0,190.0,77.0
20165,"Francisco Javier ""Paco"" Bermejo Caballero",M,21.0,173.0,69.0
20166,Ricardo Bermejo Lpez,M,,,
20168,Peter Bermel,M,21.0,190.0,85.0
20170,"Patrick J. ""Paddy"" Bermingham",M,28.0,,
20171,Andre Bermond (Claret-Tournier-),F,22.0,,
20174,Andrea Bermond Des Ambrois,M,23.0,185.0,79.0
20175,Yanet Bermoy Acosta,F,21.0,154.0,48.0
20177,Flix Redondo Ades Redondo Bermudes,M,49.0,,
20178,Alejandro Bermdez Tamayo,M,17.0,190.0,75.0
20186,"Roberto ""Chuny"" Bermdez de Castro",M,34.0,170.0,80.0
20187,Cristian Diego  Bermdez Apel,M,19.0,,
20188,Eduard Johan Bermdez Salas,M,23.0,161.0,48.0
20189,Jorge Hernn Bermdez Morales,M,21.0,,
20190,Jos Manuel Bermdez Garca,M,22.0,188.0,86.0
20194,Martn Bermdez Mendoza,M,22.0,175.0,70.0
20197,Patricia Alejandra Bermdez,F,25.0,150.0,48.0
20199,mile Bermyn,M,,,
20200,Carlos Andrs Berna Gonzlez,M,22.0,152.0,56.0
20201,Dominique Berna,F,28.0,160.0,55.0
20202,Tell Schirnding Berna,M,20.0,188.0,70.0
20206,Manuel Bernabeu Prada,M,28.0,,
20207,Mara Bernabu Avomo,F,28.0,170.0,70.0
20208,Stphane Bernadis,M,23.0,180.0,80.0
20209,"Antonio ""Toni"" Bernad Planas",M,29.0,175.0,65.0
20214,Mikhail Adamovich Bernadsky,M,27.0,165.0,57.0
20215,Augustin Bernaer,M,22.0,,
20216,Georges Bernaert,M,,,86.0
20217,Yves Bernaert,M,23.0,182.0,72.0
20220,"Julius Pieter ""Jules"" Bernaerts",M,,,
20221,Delmiro Bernal Contreras,M,,,
20222,Fernando Bernal Salas,M,31.0,178.0,125.0
20223,Jos I. Bernal Rugeles,M,,,
20224,Mara Paula Bernal,F,16.0,160.0,48.0
20225,Pablo Aitor Bernal Rosique,M,25.0,189.0,83.0
20226,Krimo Bernaoui,M,25.0,,
20227,Nassim Islam Al-Bernaoui,M,27.0,,
20229,Raouf Salim Al-Bernaoui,M,20.0,175.0,73.0
20232,Bernard Rajzman,M,19.0,187.0,89.0
20235,Adolphe Bernard,M,35.0,,
20238,Alain Andr Louis Edmond Bernard,M,25.0,196.0,90.0
20242,Albert Paul Joseph G. Bernard,M,35.0,,
20243,Ali Sue Bernard,F,22.0,173.0,72.0
20245,Andr Bernard,M,24.0,181.0,78.0
20247,Joseph Louis Fabien Armand Bernard,M,24.0,,
20248,Charlotte Bernard,F,25.0,164.0,52.0
20249,Cheryl Bernard (Kullman-),F,43.0,163.0,55.0
20250,Claston Bernard,M,21.0,193.0,90.0
20252,Victoria Escarlata Bernard Gonzales,F,19.0,175.0,64.0
20253,Henri Pierre Bernard,M,19.0,180.0,78.0
20255,Janice Bernard,F,25.0,162.0,58.0
20256,Jean-Claude Bernard,M,23.0,,
20257,Jean-David Bernard,M,27.0,190.0,82.0
20258,Jean-Franois Bernard,M,22.0,180.0,66.0
20259,Jos Bernard,M,24.0,,
20267,Kent Bede Bernard,M,22.0,185.0,77.0
20269,Linda Christine Bernard,F,17.0,150.0,51.0
20270,Maria Bernard,F,23.0,165.0,53.0
20271,Marie-Jeanne Bernard,F,19.0,,
20272,Martyn John Bernard,M,23.0,196.0,83.0
20273,Michael Bernard,M,26.0,174.0,83.0
20274,Michel Bernard,M,28.0,181.0,68.0
20277,Muriel Bernard,F,31.0,167.0,75.0
20279,Nathalie Bernard,F,18.0,169.0,56.0
20280,Olivier Bernard,M,27.0,,
20282,Philip William Samuel Bernard,M,,,
20283,Robert Bernard,M,23.0,,
20284,Yohan Bernard,M,26.0,188.0,80.0
20285,Verona Marolin Bernard-Elder,F,19.0,170.0,63.0
20289,Neisha Bernard-Thomas,F,27.0,165.0,56.0
20291,Rogrio Bernardes,M,23.0,,
20292,Jefferson Jair Bernrdez Bennett,M,21.0,188.0,75.0
20293,Jeimy Julissa Bernrdez Santos,F,21.0,167.0,59.0
20295,Norberto Bernrdez vila,M,21.0,176.0,75.0
20296,Guido Bernardi,M,26.0,,
20297,Lorenzo Bernardi,M,20.0,199.0,94.0
20300,Mauro Bernardi,M,22.0,165.0,61.0
20302,"Bernardo ""Bernardinho"" Rocha de Rezende",M,21.0,185.0,80.0
20304,Antonino Bernardini,M,22.0,175.0,70.0
20305,Fulvio Bernardini,M,22.0,,
20306,"Narciso C. ""Ciso"" Bernardo",M,23.0,175.0,68.0
20308,"Joseph ""Jo"" Bernardo Garcia Rodriguez Marinelli",M,19.0,,
20314,Natlia Maria Bernardo,F,21.0,170.0,65.0
